listing_id,seller_source,seller_type,make,model,trim_generation,year,price_mga,price_raw,currency_original,price_type,negotiable,mileage_km,mileage_raw,fuel,transmission,drivetrain,engine,seats,options_summary,condition_notes,location,contact,include_in_estimation,duplicate_group,data_confidence,extraction_notes
ANX-MKT-0016,Carokaz Mada,Revendeur Facebook,DS Automobiles,DS 6,,2019,45000000,45 000 000 Ar,MGA,asking,True,,,,BVA / séquentielle,,,,"Full cuir, sièges chauffants/massants/lombaires électriques, toit ouvrant panoramique, écran tactile, Bluetooth, caméra recul, LED, hayon électrique, jantes alu, barres de toit",Luxe & puissance,Antananarivo,038 84 243 8 / 032 78 214 42,True,,high,
ANX-MKT-0017,Fiara Tsara Nefa Mora,Revendeur Facebook,Nissan,NP300,4x4,,24000000,120 millions FMG,FMG,asking,False,,,Diesel,,4x4,QD32,,"Crabot fonctionnel, 4 jantes alu","Papier à jour, extérieur très bon état, intérieur acceptable, tableau fonctionnel",,034 61 465 22,True,np300_fiara_tsara,medium,Possible doublon avec autre NP300 à 125M FMG
ANX-MKT-0018,Fiara Tsara Nefa Mora,Revendeur Facebook,Great Wall,Wingle,4x4,,24000000,120 millions FMG,FMG,asking,False,,,,,4x4,,,,,,034 61 465 22,True,,low,Détails techniques peu visibles
ANX-MKT-0019,Fiara Tsara Nefa Mora,Revendeur Facebook,Toyota,RAV4,3e génération,,34000000,170 millions FMG,FMG,asking,False,,,,,,,,,,,034 61 465 22,True,,low,Détails techniques non indiqués
ANX-MKT-0020,Fiara Tsara Nefa Mora,Revendeur Facebook,Mitsubishi,L200,Strada,,22000000,110 millions FMG,FMG,asking,False,,,,,,,,,,,034 61 465 22,True,,low,Détails techniques non indiqués
ANX-MKT-0021,Fiara Tsara Nefa Mora,Revendeur Facebook,Hyundai,Galloper,Phase 2,,33000000,165 millions FMG,FMG,asking,False,,,,,4x4,,,,,,034 61 465 22,True,,low,Détails techniques non indiqués
ANX-MKT-0022,Fiara Tsara Nefa Mora,Revendeur Facebook,Mercedes-Benz,Classe A,A170,,9200000,46 millions FMG,FMG,asking,False,,,Diesel,,,Moteur diesel origine,,"5 portes, vitres électriques, 4 jantes alu","Papier à jour, mécanique côté B, extérieur très bon état, intérieur acceptable, tableau fonctionnel",,034 61 465 22,True,mercedes_a170_fiara,medium,"Doublon probable avec autre post, conservé une seule ligne"
ANX-MKT-0023,Fiara Tsara Nefa Mora,Revendeur Facebook,SsangYong,Rexton,Phase 1,,21000000,105 millions FMG,FMG,asking,False,,,,,4x4,,,,,,034 61 465 22,True,,low,Détails techniques non indiqués
ANX-MKT-0024,Fiara Tsara Nefa Mora,Revendeur Facebook,Daewoo,Matiz,3,,13000000,65 millions FMG,FMG,asking,False,,,,,,,,,,,034 61 465 22,True,,low,Détails techniques non indiqués
ANX-MKT-0025,Fiara Tsara Nefa Mora,Revendeur Facebook,Nissan,NP300,4x4,,25000000,125 millions FMG,FMG,asking,False,,,,,4x4,,,,,,034 61 465 22,True,np300_fiara_tsara,low,Possible doublon/variation de prix avec NP300 à 120M FMG
ANX-MKT-0026,Fiara Tsara Nefa Mora,Revendeur Facebook,Fiat,NG,4x4,,15000000,75 millions FMG,FMG,asking,False,,,,,4x4,,,,,,034 61 465 22,True,,low,Modèle exact à confirmer
ANX-MKT-0027,Volcano Cars,Revendeur Facebook,Kia,Sportage,3 Limited 4WD,2012,47000000,235 000 000 FMG,FMG,asking,True,99000,99xxx km réel,Diesel,BVA / séquentielle,4WD,2.0L CRDI e-VGT,5,"Double toits panoramiques, keyless, sièges cuir ventilés/chauffants, volant chauffant, camera recul, radio Android","Très bon état, rien à prévoir, prêt à rouler",,034 44 663 11,True,sportage_limited_2012_volcano,high,Doublon Volcano exact dédupliqué
ANX-MKT-0028,Herizo Andriana / Varotra Fiarakodia Mada,Particulier Facebook,Toyota,Hilux Vigo,,2010,58000000,58 000 000 Ar,MGA,asking,False,,,Diesel (probable),,,Moteur 5L,,,,Mahajanga,032 993 0717,True,,medium,
ANX-MKT-0029,Fivoarana Sy Fandrosoana,Particulier Facebook,Hyundai,Tucson,Phase II,2008,27500000,27 500 000 Ar,MGA,asking,True,223000,223xxx km,Diesel,,4x4,CRDI d'origine,5,"4 vitres électriques, autoradio, roue de secours, cric, extincteur",Charge clim à prévoir,,034 313 9164,True,,high,
ANX-MKT-0030,Asm Mada Motors 2.0,Revendeur Facebook,Chevrolet,Captiva,Premier,2024,120000000,120M Ar (info utilisateur),MGA,asking,True,570,570 km réel seulement,Essence,Automatique / séquentielle,,1.5 Turbo,7,"Sellerie cuir, siège conducteur électrique, commandes volant, écran 10.4 CarPlay, caméra 360, toit panoramique, 6 airbags, TPMS, start & stop","Pratiquement neuf, très bien équipé",,034 74 083 44,True,,high,Prix corrigé par utilisateur; petite marge revendeur
ANX-MKT-0031,Dream Car,Revendeur Facebook,Kia,Sorento,Noblesse Edition,2017,80000000,80M Ariary,MGA,asking,False,,,Diesel,BVA 6,4WD,CRDI 2.2 e-VGT,7,"Peinture nacrée, 4WD, cuir marron nappa, palettes, HUD, caméras 360, écran Android, LED, frein à main électrique, park assist, hayon électrique, clim auto, jantes 19",Arrivage fraîchement importé,,038 98 052 84,True,,high,
ANX-MKT-0032,Particulier Facebook,Particulier Facebook,Fiat,Stilo,,,15400000,77M FMG miady,FMG,asking,True,,,Diesel,Manuelle,,Swap 2.0 JTD,,"Intérieur OK, carrosserie mbola raitra",Tableau de bord non fonctionnel / besoin révision électrique key; état général bon,Mahamasina,034 83 113 85,True,,medium,Année non indiquée
ANX-MKT-0033,Marie Assya,Particulier Facebook,Hyundai,Santa Fe,II,2009,26000000,26 000 000 Ar,MGA,asking,True,160000,160*** km,Diesel,Manuelle,4x2,,,4 vitres électriques,"Bien entretenue, intérieur et extérieur d'origine",,033 127 5730,True,,high,
ANX-MKT-0034,Terrain Mada,Particulier Facebook,Toyota,Land Cruiser Prado,GX,2008,33000000,33M Ar,MGA,asking,False,161000,161*** km,Diesel,Manuelle 5 vitesses,,,9,Climatisation d'origine,,,034 15 368 22,True,,high,
ANX-MKT-0035,Varotra Fiara / Niaina Tsaravelona,Particulier Facebook,Hyundai,i30,Phase 2,2007,23500000,"23,5 Million Ar",MGA,asking,False,,,Diesel,Manuelle,,1.6 CRDI,,"Climatisation, autoradio d'origine, siège cuir, vitres électriques, airbags, direction assistée","Voiture propre, bien entretenue, prête à l'emploi",,,True,,medium,
ANX-MKT-0036,ProAuto,Revendeur Facebook,Jeep,Grand Cherokee,Summit,2018,180000000,180M Ar prix réel de vente (annoncé 215M),MGA,sold,False,,,Essence,Automatique 8 rapports,4x4 Quadra-Trac II,V8 HEMI 5.7L,5,"Suspension pneumatique, intérieur cuir Natura Plus, sièges ventilés/chauffants, Harman Kardon, toit panoramique, CarPlay/Android Auto, caméra 360, régulateur adaptatif","Véhicule puissant, très équipé",Antananarivo,,True,,high,Prix réel de vente donné par utilisateur
ANX-MKT-0037,ProAuto,Revendeur Facebook,Toyota,4Runner,Limited,2015,150000000,150M Ar prix réel de vente (annoncé 160M),MGA,sold,False,,,Essence,Automatique,4x4 permanent,V6 4.0L,7,"Jantes 20, freins ventilés, sièges cuir chauffants/ventilés, clim bi-zone, toit ouvrant, JBL, caméra recul, aides stationnement","Réception technique faite, visible sur RDV",,+261 381216725,True,,high,Prix réel de vente donné par utilisateur
ANX-MKT-0038,Saluta Car,Revendeur Facebook,Renault,Duster,Phase 2,2018,36000000,36M Ariary / 180M FMG,MGA,asking,False,65000,65*** km,Essence,Manuelle,,1.6 16V,,"Radio origine avec commande volant, vitres électriques, verrouillage à distance, 4 pneus impeccable",,,034 795 8296,True,,high,
ANX-MKT-0039,Saluta Car,Revendeur Facebook,Hyundai,Grand i10,,2017,25000000,25M Ariary / 125M FMG,MGA,asking,False,,,Essence,Manuelle,,1.2,,"Climatisation fonctionnelle, 4 vitres électriques, intérieur origine",,,034 795 8296,True,,high,
ANX-MKT-0040,Saluta Car,Revendeur Facebook,Volkswagen,Touran,Phase 3,,41000000,205M FMG,FMG,asking,False,,,Diesel,,,TDI,,,,,034 795 8296,True,,medium,Année non visible
ANX-MKT-0041,Saluta Car,Revendeur Facebook,Volkswagen,Polo,4 Phase 2,,22000000,110M FMG,FMG,asking,False,,,Diesel,,,TDI,,,,,034 795 8296,True,,medium,Année non visible
ANX-MKT-0042,Saluta Car,Revendeur Facebook,Volkswagen,Passat,B6 CC,,31000000,155M FMG,FMG,asking,False,,,Diesel,,,TDI,,,,,034 795 8296,True,,medium,Année non visible
ANX-MKT-0043,Saluta Car,Revendeur Facebook,BAIC,E150,,2020,27000000,27M Ariary / 135M FMG,MGA,asking,False,44000,44*** km,Essence,Automatique,,1.5 VVT-i,,"Toit ouvrant électrique, allumage automatique des feux, détecteur pluie, radar recul, clim, radio écran multifonctions",,,034 795 8296,True,,high,
ANX-MKT-0044,Saluta Car,Revendeur Facebook,Hyundai,i30,Phase 2,2012,31600000,31.6M Ariary / 158M FMG,MGA,asking,False,114000,114*** km,Diesel,Automatique / séquentielle,,Turbo diesel,,"Toit ouvrant panoramique, smart key/start stop, rétros rabattables électriques, caméra & radar recul, volant chauffant",,,034 795 8296,True,,high,
ANX-MKT-0045,Saluta Car,Revendeur Facebook,Great Wall,M4,Phase 2,2022,34000000,34M Ariary / 170M FMG,MGA,asking,False,79000,79*** km,Essence,Manuelle,,1.5 VVT-i,,"Caméra recul, LED jour, climatronic, vitres/rétros électriques, intérieur cuir",,,034 795 8296,True,,high,
ANX-MKT-0046,Saluta Car,Revendeur Facebook,Renault,Duster,,2013,34000000,34M Ariary / 170M FMG,MGA,asking,False,102000,102*** km,Essence,Manuelle,,1.6 16V,,"Clim, 4 vitres électriques, rétros électriques, radio origine commande volant, feux dayl, 4 pneus neufs","Train roulant impeccable, ex-occasion Europe récemment immatriculé",,034 795 8296,True,,high,
ANX-MKT-0047,Saluta Car,Revendeur Facebook,Kia,Morning,Phase 3,2012,24600000,24.6M Ariary / 123M FMG,MGA,asking,False,121000,121*** km,Essence,Automatique,,DOHC 12V,,"Caméra recul, radio écran multifonctions, vitres/rétros électriques, commande à distance, intérieur cuir",,,034 795 8296,True,,high,
ANX-MKT-0048,Saluta Car,Revendeur Facebook,Volkswagen,Tiguan,Phase 1,2011,42000000,42M Ariary / 210M FMG,MGA,asking,False,,,Diesel,Automatique DSG7,4Motion,2.0 TDI,,"Toit ouvrant panoramique, rétro auto, clim fonctionnelle, cuir",,,034 795 8296,True,,high,
ANX-MKT-0049,Saluta Car,Revendeur Facebook,Hyundai,Tucson,ix20 / ix35,2011,38000000,38M Ariary / 190M FMG,MGA,asking,False,,,Diesel,Automatique / séquentielle,4x2,Turbo diesel,,"Toit ouvrant panoramique, clim, radio CD origine, intérieur cuir",,,034 795 8296,True,,medium,"Modèle écrit Tucson ix20, à vérifier; image proche ix35/Tucson"
ANX-MKT-0050,Saluta Car,Revendeur Facebook,Suzuki,Jimny,,2002,42000000,42M Ariary / 210M FMG,MGA,asking,False,,,Essence,Manuelle,4x4,1.3 16V injection,,"Vitres et rétros électriques, radio CD avec sub JBL, intérieur tissu, 4 pneus impeccables",Occasion Europe / Belgique,,034 795 8296,True,,high,
ANX-MKT-0051,Saluta Car,Revendeur Facebook,Volkswagen,Tiguan,Phase 2,2011,47000000,47M Ariary / 235M FMG,MGA,asking,False,146000,146*** km,Essence,Manuelle 6 rapports,4Motion,2.0 TSI,,"Radio écran LCD, rétros électriques, intérieur origine",,,034 795 8296,True,,high,
ANX-MKT-0052,Saluta Car,Revendeur Facebook,Hyundai,Grand Starex,CVX,2009,44000000,44M Ariary / 220M FMG,MGA,asking,False,,,Diesel,Manuelle,,Turbo diesel,12,"Radio CD origine, commande volant, clim intégrale, vitres latérales ouvrantes, 4 amortisseurs neufs, 4 pneus presque neufs","Entretien rigoureux, facture à l'appui",,034 795 8296,True,,high,
ANX-MKT-0053,Saluta Car,Revendeur Facebook,Great Wall,M4,Phase 2,2016,36000000,36M Ariary / 180M FMG,MGA,asking,False,65000,65*** km réel (autre post: 70*** km),Essence,Manuelle 5 vitesses,,1.5 origine,,"LED jour, caméra recul, écran multifonctions, clim, cuir, 4 pneus presque neufs",Extérieur impeccable,,034 795 8296,True,greatwall_m4_2016_saluta,high,Doublon/répost Saluta probable; une seule ligne conservée
ANX-MKT-0054,Saluta Car,Revendeur Facebook,Kia,Sportage,3 TLX,2012,43000000,43M Ariary / 215M FMG,MGA,asking,False,,,Diesel,Automatique / séquentielle,4x4,Turbo diesel,,"Clim, start & stop, radio CD avec écran, caméra recul, rétro rabattable électrique, chaise chauffante","Occasion Corée, réception OK",,034 795 8296,True,,high,
ANX-MKT-0055,Saluta Car,Revendeur Facebook,Kia,Sorento,R,2010,41500000,41.5M Ariary / 207.5M FMG,MGA,asking,False,,,Diesel,Automatique / séquentielle,,Turbo diesel origine,7,"Climatronic, radio écran, chaises électriques/chauffantes",,,034 795 8296,True,,high,
ANX-MKT-0056,Saluta Car,Revendeur Facebook,Ford,EcoSport,,2015,45000000,45M Ariary / 225M FMG,MGA,asking,False,70000,70*** km réel,Essence,Automatique robotisée,,1.5L,,"Ordinateur de bord, clim, radio origine commande volant, vitres/rétros électriques, 5 pneus presque neufs",,,034 795 8296,True,,high,
ANX-MKT-0057,Saluta Car,Revendeur Facebook,Citroën,Berlingo,Multispace,2015,34000000,34M Ariary / 170M FMG,MGA,asking,False,127000,127*** km réel,Diesel,,,1.6 HDI turbo diesel,,"LED jour, caméra recul, écran Android, clim, 4 pneus presque neufs, vitres teintées, malle double ouverture",,,034 795 8296,True,,high,
ANX-MKT-0058,Saluta Car,Revendeur Facebook,Kia,Pride,Phase 3,2014,31000000,31M Ariary / 155M FMG,MGA,asking,False,,,Diesel,Manuelle 6 rapports,,Turbo diesel origine,,"Radio CD commande volant, clim, volant/chaise chauffants, rétro auto, radar recul, 4 pneus presque neufs",,,034 795 8296,True,,high,
ANX-MKT-0059,Saluta Car,Revendeur Facebook,Hyundai,Tucson,X20,2010,41000000,41M Ariary / 205M FMG,MGA,asking,False,141000,141*** km,Diesel,Manuelle 6 avant,4x2,Turbo diesel origine,,"Radio CD origine, clim, rétro rabattable électrique, 4 vitres électriques, cuir alcantara",Extérieur impeccable,,034 795 8296,True,tucson_x20_saluta,high,
ANX-MKT-0060,Saluta Car,Revendeur Facebook,Citroën,C-Elysée,,2015,33000000,33M Ariary / 165M FMG,MGA,asking,False,68000,68*** km réel,Diesel,Manuelle,,1.6 HDI turbo diesel,,"Clim, radio origine, verrouillage centralisé à distance, 4 pneus presque neufs, intérieur tissu",,,034 795 8296,True,c_elysee_2015_saluta,high,Autre annonce proche à 32M; conservé la plus complète à 33M
ANX-MKT-0061,Saluta Car,Revendeur Facebook,SsangYong,Rexton,Phase 3,,31000000,31M Ariary / 155M FMG,MGA,asking,False,,,Diesel,Automatique / séquentielle,,XDI 270,7,"Radio origine, vitres/rétros électriques, intérieur cuir",Voiture bien entretenue,,034 795 8296,True,,medium,Année non indiquée
ANX-MKT-0062,Saluta Car,Revendeur Facebook,Renault,Duster,Phase 2,2018,39000000,39M Ariary / 195M FMG,MGA,asking,False,153000,153*** km,Essence,Manuelle,,1.6 16V,,"Radio manuelle, clim, verrouillage centralisé, intérieur tissu","Sortie Madauto, déjà immatriculé",,034 795 8296,True,,high,
ANX-MKT-0063,Saluta Car,Revendeur Facebook,Audi,Q5,Quattro,2011,65000000,65M Ariary / 325M FMG,MGA,asking,False,,,Diesel,Automatique / séquentielle,Quattro,2.0 TDI,,"Toit ouvrant panoramique, clim, MMI, cuir chauffant, verrouillage intelligent",Occasion étrangère,,034 795 8296,True,,high,
ANX-MKT-0064,Saluta Car,Revendeur Facebook,Mitsubishi,Pajero,V76 GLS,2004,49000000,49M Ariary / 245M FMG,MGA,asking,False,198000,198*** km,Diesel,Manuelle,4x4,4M40 turbo diesel,7,"Clim, intérieur finition bois, rétros électriques, radio CD origine",Extérieur impeccable,,034 795 8296,True,,high,
ANX-MKT-0065,Saluta Car,Revendeur Facebook,Hyundai,i30,,2009,24500000,24.5M Ariary / 122.5M FMG,MGA,asking,False,,,Diesel,Manuelle,,Turbo diesel,,"Toit ouvrant électrique, clim, radio commande volant, rétro auto, verrouillage centralisé, 4 pneus impeccable",,,034 795 8296,True,,high,
ANX-MKT-0066,Saluta Car,Revendeur Facebook,Volkswagen,Tiguan,4Motion,2011,39000000,39M Ariary / 195M FMG,MGA,asking,False,134000,134*** km réel,Essence,Automatique / séquentielle,4Motion,2.0 TSI turbo,,"Radio écran LCD, caméra recul, clim, cuir",Sortie Sodiama,,034 795 8296,True,,high,
ANX-MKT-0067,Saluta Car,Revendeur Facebook,Nissan,D22,,2004,50000000,50M Ariary / 250M FMG,MGA,asking,False,214000,214*** km réel,Diesel,Manuelle,,2.5 DI turbo diesel,,"Clim, 4 vitres et rétros électriques, intérieur tissu, 5 pneus presque neufs","Occasion Belgique, extérieur impeccable",,034 795 8296,True,,high,
ANX-MKT-0068,Saluta Car,Revendeur Facebook,Great Wall,M4,Phase 2,2020,35000000,35M Ariary / 175M FMG,MGA,asking,False,63000,63*** km réel,Essence,Manuelle,,1.5 VVT-i,,"Radio écran LCD, clim, caméra recul, cuir",Extérieur impeccable,,034 795 8296,True,,high,
ANX-MKT-0069,Saluta Car,Revendeur Facebook,Kia,Morning,Phase 2,2008,18500000,18.5M Ariary / 92.5M FMG,MGA,asking,False,,,Essence,Automatique,,1.0L,,"Clim, radio écran LCD, 4 vitres électriques, rétros électriques, caméra recul, verrouillage centralisé",Extérieur impeccable,,034 795 8296,True,,high,
ANX-MKT-0070,Saluta Car,Revendeur Facebook,Audi,Q5,,2012,69000000,69M Ariary / 345M FMG,MGA,asking,False,112000,112*** km,Diesel,Automatique / séquentielle,,V6 3.0 TDI,,"Toit ouvrant panoramique, rideau toit, climatronic bi-zone, MMI, caméra recul, smart key, rétros rabattables",,,034 795 8296,True,,high,
ANX-MKT-0071,Saluta Car,Revendeur Facebook,Volkswagen,Tiguan,4Motion,2010,43500000,43.5M Ariary / 217.5M FMG,MGA,asking,False,156000,156.xxx km,Diesel,Automatique / séquentielle,4Motion,2.0 TDI,,"Toit ouvrant panoramique, radio écran LCD, vitres/rétros électriques, cuir",Extérieur impeccable,,034 795 8296,True,,high,
ANX-MKT-0072,Saluta Car,Revendeur Facebook,Kia,Sorento,,2013,53000000,53M Ariary / 265M FMG,MGA,asking,False,88000,88*** km,Diesel,Automatique / séquentielle,4x2,Turbo diesel VGT,5,"Toit ouvrant panoramique, smart key, tableau électronique, clim, jantes alu 19, rétros auto, cuir","Occasion Corée, intérieur cuir impeccable",,034 795 8296,True,,high,
ANX-MKT-0073,Saluta Car,Revendeur Facebook,BAIC,X25,,2019,36000000,36M Ariary / 180M FMG,MGA,asking,False,78000,78*** km réel,Essence,Manuelle,,1.5L atmosphérique,,"Clim, radio écran LCD commande volant, rétros électriques, verrouillage à distance, cuir alcantara",Déjà immatriculé,,034 795 8296,True,,high,
ANX-MKT-0074,Saluta Car,Revendeur Facebook,Mitsubishi,L200,Strada,2005,47000000,47M Ariary / 235M FMG,MGA,asking,False,154000,154*** km réel,Diesel,Manuelle,4x4 optionnel,Turbo diesel intercooler,,"Clim, 4 vitres électriques, 5 pneus Hankook",Extérieur impeccable,,034 795 8296,True,,high,
ANX-MKT-0075,Saluta Car,Revendeur Facebook,Volkswagen,Golf,MK6,2010,33800000,33.8M Ariary / 169M FMG,MGA,asking,False,127000,127.xxx km réel,Diesel,Automatique DSG7,,2.0 TDI,,"Rétro auto, radar recul, cuir/chaise chauffante, radio origine",Occasion Corée,,034 795 8296,True,golf_mk6_saluta,high,"Doublon Saluta probable, conservé version avec année/kilométrage"
ANX-MKT-0076,Saluta Car,Revendeur Facebook,Hyundai,Grand Starex,CVX,2010,44000000,44M Ariary / 220M FMG,MGA,asking,False,,,Diesel,Automatique / séquentielle,,Turbo diesel VGT,12,"Ouverture coulissante électrique, rétros rabattables électriques, vitres latérales ouvrantes",Occasion Corée,,034 795 8296,True,,high,
ANX-MKT-0077,Clean Auto,Revendeur Facebook,Haval,Dargo,,2024,105000000,105 000 000 Ar,MGA,asking,False,38000,38 000 km,Essence,,4x2,,,"Full option, hyper économique",,,034 20 006 16,True,,high,Revendeur Clean Auto
ANX-MKT-0078,Clean Auto,Revendeur Facebook,Mercedes-Benz,GLC,250,,190000000,190M Ar à débattre (info utilisateur),MGA,asking,True,53000,52/53 000 km,Essence,BVA 9,,,,"Full options, jantes AMG 20, cuir chauffant, park assist, start/stop, modes de conduite, démarrage sans clé/distance, phares auto",Tout nickel; entretien SICAM/Clean Auto,,034 20 006 16,True,,high,Prix corrigé par utilisateur; annonce initiale 160M dans image peut être une autre version / promo
ANX-MKT-0079,Clean Auto,Revendeur Facebook,SsangYong,Tivoli,,2019,55000000,55 000 000 Ar,MGA,asking,False,50000,50 000 km,,Automatique,,,,Full option,"Véhicule nickel, sans travaux, première main",,038 28 227 56,True,,high,
ANX-MKT-0080,Clean Auto,Revendeur Facebook,Jeep,Wrangler,Rubicon look / rekit 2018,2014,120000000,120 000 000 Ar,MGA,asking,True,45000,45 000 km réels,Essence,Automatique,4x4,,,"Lumières extérieures, châssis rehaussé full offroad, cuir, caméra recul, écran LED Bluetooth",Kit fait à Dubai,,038 28 227 56,True,,high,
ANX-MKT-0081,Clean Auto,Revendeur Facebook,Ford,Figo,,2013,25000000,25 000 000 Ar,MGA,asking,True,,,Essence,Manuelle (probable),,1.6L,,"Vitres électriques, clim, révisions à jour","Très propre, sortie 2016 Materauto, première main",,038 28 227 56,True,,medium,
ANX-MKT-0082,Clean Auto,Revendeur Facebook,Mitsubishi,Pajero,3 portes,2009,60000000,60 000 000 Ar,MGA,asking,True,76000,76 000 km réels,Essence,Automatique,,3.6L,,"Caméra recul avec écran, full options, toit ouvrant, sièges électriques, commande volant",,,034 20 006 16,True,,high,
ANX-MKT-0083,Clean Auto,Revendeur Facebook,Nissan,Juke,,2014,49000000,49 000 000 Ar (commentaire),MGA,asking,True,,faible kilométrage,Diesel,,,,,"Cuir, radio tactile, Bluetooth, caméra recul","Peinture originale, très bien entretenu, très bon prix",,034 07 000 55,True,,medium,
ANX-MKT-0084,Clean Auto,Revendeur Facebook,Citroën,C4 Aircross,,2016,65000000,65 000 000 Ar,MGA,asking,True,37000,37 000 km,,Automatique,4x2 et 4x4,,5,"Full option, verrouillage auto/centralisé, palettes volant, LED, cuir chauffant",Étudie toute proposition,,034 20 006 16,True,,high,
ANX-MKT-0085,Clean Auto,Revendeur Facebook,DS Automobiles,DS 6,,2015,119000000,119 000 000 Ar,MGA,asking,True,18000,18 000 km réels,Essence,Automatique,,1.6L turbo,,"Full options, bouton démarrage, sièges chauffants, phares directionnels, cuir, toit ouvrant panoramique, rétro rabattables, frein à mains automatique",Sortie 2017,,034 20 006 16,True,,high,
