"listing_id","seller_source","seller_type","make","model","trim_generation","year","price_mga","price_raw","currency_original","price_type","negotiable","mileage_km","mileage_raw","fuel","transmission","drivetrain","engine","seats","options_summary","condition_notes","location","contact","include_in_estimation","duplicate_group","data_confidence","extraction_notes"
"2026-05-06-eve-011","Page revendeur FB (contact 034 95 139 20)","revendeur","Audi","S3","Quattro Swap 1.9 TDi Stage 2","","40000000","40 000 000Ar (200 000 000 Fmg)","MGA","asking","true","","","diesel","manual","awd","Swap 1.9 TDi base ARL 150ch reprog Stage 2 ~2**ch 400Nm; Turbo GTB2260vk double échangeur","5","Boîte 6 manuelle; 4 roues motrices Haldex S3; jantes alu 18 Le Mans RS4; barre antirapprochement; boîte à air dynamique BMC; combinés filetés; freins ventilés/percés étrier Porsche/Brembo; sièges Recaro cuir Alcantara chauffants/électriques","Véhicule modifié/préparé. Échange possible. Intérieur d'origine.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année non précisée; véhicule fortement modifié (swap moteur + tuning) → exclu estimation (atypique marché)"
"2026-05-06-eve-012","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Tiguan","Phase 2 sortie concessionnaire","2014","55000000","55 000 000Ar (275 000 000 Fmg)","MGA","asking","true","","","petrol","automatic","awd","Essence Turbo TSI","5","4motion; détecteur obscurité/pluies; feu directionnel; sièges chauffants/électriques; clim bi-zone; toit ouvrant panoramique; rétro électrique; radars AV/AR; autoradio commande au volant; écran tactile","Très bonne état. Peinture origine. Intérieur propre origine.","Antananarivo","034 95 139 20 / 032 95 529 96","true","","high","Post avec 879 likes (post préféré vs version 549L à 54M Ar — probablement re-post avec ajustement prix)"
"2026-05-06-eve-013","Page revendeur FB (contact 034 95 139 20)","revendeur","BMW","X6","E71 3.0D xDrive Full options","","95000000","95 000 000 Ar (475 000 000 Fmg)","MGA","asking","true","","Faible kilométrage","diesel","automatic","awd","3.0D Turbo Diesel","5","X-Drive; full options; toit ouvrant; cuir; sièges électriques chauffants AV/AR; rétro rabattables; volant électrique; radar+caméra recul; aide parking; assistant démarrage côte; auto hold; régulateur; clim bi-zone; iDrive Bluetooth/USB/CD/GPS; ordinateur de bord; détecteur pluie/obscurité","Immatriculée étrangère, modèle N1 validé. Peinture origine. État impeccable. Échange possible.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année non précisée → exclu estimation. E71 = génération 2008-2014."
"2026-05-06-eve-014","Page revendeur FB (contact 034 95 139 20)","revendeur","Hyundai","iX35","Sortie concessionnaire","2012","33000000","33 000 000Ar (165 000 000Fmg)","MGA","asking","true","","","petrol","manual","fwd","1.6 16V Essence","5","4x2; vitres/rétro électriques; verrouillage centralisé commande à distance; vitres teintées origine","Intérieur propre origine. Peinture origine.","Antananarivo","034 95 139 20 / 032 95 529 96","true","","high",""
"2026-05-06-eve-015","Page revendeur FB (contact 034 95 139 20)","revendeur","Renault","Clio","3 Phase 2 1.5 DCI ECO2","2012","","","MGA","asking","true","","","diesel","manual","fwd","1.5 DCI ECO2 Turbo Diesel","5","Clim; commande au volant; régulateur de vitesse","Bonne occasion d'Europe (1 semaine à Mada). Modèle n°1 validé. Très économique.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible dans extraction texte → exclu estimation. À recontacter pour prix"
"2026-05-06-eve-016","Page revendeur FB (contact 034 95 139 20)","revendeur","Hyundai","Santa Fe","III Crdi e-Vgt 7 places","2015","","","MGA","asking","true","","","diesel","automatic","awd","Turbo Diesel CRDi e-VGT","7","BVA; intérieur cuir; sièges chauffants AV/AR ventilés; volant chauffant; siège électrique; jantes alu; climatronique","Immatriculée étranger.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-017","Page revendeur FB (contact 034 95 139 20)","revendeur","Kia","Pride","BVA Diesel 1.5 CRDI VGT","","","","MGA","asking","true","","","diesel","automatic","fwd","1.5 CRDI VGT Diesel","5","Clim; commande au volant; écran android; cuir; sièges chauffants; rétro/vitres électriques; jantes alu; 4 freins à disque","Immatriculée étranger.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation"
"2026-05-06-eve-018","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Passat","B6 2.0 TDI DSG6","","","","MGA","asking","true","","","diesel","automatic","fwd","2.0 TDI","5","Boîte auto DSG6; sièges chauffants/électriques mémoire; cuir/Alcantara; rétro élec rabattables; vitres élec; climatronic bi-zone; radar recul","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation"
"2026-05-06-eve-019","Page revendeur FB (contact 034 95 139 20)","revendeur","Citroen","Berlingo","3","2009","","","MGA","asking","true","","","petrol","manual","fwd","Essence 1.6 16V","5","Doubles coulissantes; faible conso; 2 vitres élec; clim; ISOFIX; rétro élec; verrouillage centralisé","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-020","Page revendeur FB (contact 034 95 139 20)","revendeur","BMW","Série 3","F30 LCI Phase 2 320D TwinPower Turbo","2017","","","MGA","asking","true","","","diesel","automatic","rwd","320D TwinPower Turbo","5","Boîte auto 8 rapports; cuir; volant multifonction; iDrive Bluetooth/USB; démarrage sans clé; régulateur","Ex-occasion Europe.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-021","Page revendeur FB (contact 034 95 139 20)","revendeur","Nissan","Navara","Pro-4X (dernier modèle)","2023","","","MGA","asking","true","","","diesel","automatic","4x4","2.5 BI Turbo Diesel","5","Clim bi-zone; sièges chauffants électriques; écran multimédia Bluetooth/CarPlay; volant multifonction; vitres élec","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-022","Page revendeur FB (contact 034 95 139 20)","revendeur","Dacia","Logan","Sortie Madauto (2e main)","2007","","","MGA","asking","true","","","petrol","manual","fwd","Essence 1.4","5","Clim bien fraîche; autoradio origine; vitres élec; verrouillage centralisé","Sortie Madauto. 2e main. Très économique.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-023","Page revendeur FB (contact 034 95 139 20)","revendeur","Toyota","Land Cruiser Prado","120 sortie Toyota Rasseta","2007","","","MGA","asking","true","","","diesel","manual","4x4","Turbo Diesel 1KZ","7","BVM 5 rapports; 7 places; cool box; vitres élec; verrouillage centralisé; jantes alu origine","Sortie Toyota Rasseta.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-024","Page revendeur FB (contact 034 95 139 20)","revendeur","Peugeot","206","SW Phase 2","2006","","","MGA","asking","true","","","petrol","manual","fwd","Essence 1.4L","5","Verrouillage centralisé; vitres élec; autoradio origine commande au volant","Très économique.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-025","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Polo","5 Sortie SODIAMA (2e main)","","","","MGA","asking","true","","Faible kilométrage","petrol","manual","fwd","Essence 1.4 16V","5","Clim; écran multimédia Android; vitres élec; verrouillage centralisé; jantes alu","Sortie SODIAMA 2e main. Peinture aucune rayures.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation"
"2026-05-06-eve-026","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Golf","Mk4 1.6 SR","","16500000","16 500 000Ar (82 500 000FMG)","MGA","asking","true","","","petrol","manual","fwd","Essence 1.6 SR","5","Verrouillage centralisé; 4 vitres élec; jantes alu origine","Intérieur propre origine.","Antananarivo","034 95 139 20 / 032 95 529 96","false","vw-golf-mk4-cluster","low","Année non précisée → exclu estimation; cluster Golf Mk4 (avec listing 026 année 2000)"
"2026-05-06-eve-027","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Golf","Mk5 GTI Turbo TFSI reprog","","","","MGA","asking","true","","","petrol","manual","fwd","Essence Turbo TFSI (calculateur reprogrammé)","5","BVM 6 rapports; launch control; pop and bang; ligne inox complète; intérieur tissu écossais; sièges chauffants; jantes alu origine","Préparation moteur (Stage1+).","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation; véhicule modifié"
"2026-05-06-eve-028","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Golf","Mk6 GTD Full options","2012","","","MGA","asking","true","","","diesel","automatic","fwd","TDI 170cv","5","Boîte auto DSG6; palettes au volant; jantes alu origine; ordinateur de bord; clim bi-zone; toit ouvrant; cuir; sièges chauffants; rétro élec","Full options.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-029","Page revendeur FB (contact 034 95 139 20)","revendeur","Renault","Duster","1.6 16V","","35000000","35 000 000Ar (175 000 000FMG)","MGA","asking","true","","","petrol","manual","fwd","Essence 1.6 16V","5","Clim; radio origine commande au volant; vitres élec; verrouillage centralisé","Intérieur propre origine.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année non précisée → exclu estimation; doublon FB observé (post 24 + 27 mêmes specs/prix), conservé une seule fois"
"2026-05-06-eve-030","Page revendeur FB (contact 034 95 139 20)","revendeur","BMW","Série 3","E90 Phase 2 LCI 320D Stage1 Upgrade kit M4","","","","MGA","asking","true","","","diesel","automatic","rwd","320D Turbo Diesel reprogrammé Stage 1","5","Full options; ligne inox 63mm; volant M-Performance; jantes 19' M-Performance; intérieur carbone; kit carrosserie M4","Immatriculée étranger. Véhicule fortement modifié.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation; véhicule fortement modifié"
"2026-05-06-eve-031","Page revendeur FB (contact 034 95 139 20)","revendeur","Mitsubishi","L200","Sportero Triton 2.5 DiD","2016","73000000","73 000 000Ar (365","MGA","asking","true","","","diesel","manual","4x4","2.5 DiD Turbo Diesel","5","BVM; clim; jantes GLS; vitres élec; verrouillage centralisé","Intérieur propre origine.","Antananarivo","034 95 139 20 / 032 95 529 96","true","","medium","Texte source tronqué pour FMG (extraction Apify a coupé après '365')"
"2026-05-06-eve-032","Page revendeur FB (contact 034 95 139 20)","revendeur","Peugeot","307","SW 1.6 16V","","","","MGA","asking","true","","","petrol","manual","fwd","Essence 1.6 16V","5","Toit panoramique; climatronique; verrouillage centralisé; vitres élec; autoradio origine; ordinateur de bord; jantes alu","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation"
"2026-05-06-eve-033","Page revendeur FB (contact 034 95 139 20)","revendeur","Subaru","Impreza","N16 boxer diesel","2011","","","MGA","asking","true","","","diesel","manual","awd","2L boxer diesel","5","BVM 6 rapports; clim; toit ouvrant; cuir; écran tactile; sièges baquet chauffants/électriques; jantes Advan Racing; gros disques ventilés","Échange possible.","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","N16 = code chassis Impreza Diesel; prix non visible → exclu estimation; doublon FB observé (post 29 + 34), conservé une seule fois"
"2026-05-06-eve-034","Page revendeur FB (contact 034 95 139 20)","revendeur","Peugeot","Partner","Tepee essence","2013","","","MGA","asking","true","","Faible kilométrage","petrol","manual","fwd","Essence","5","Doubles coulissantes; intérieur spacieux + grand coffre; vitres élec","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Prix non visible → exclu estimation"
"2026-05-06-eve-035","Page revendeur FB (contact 034 95 139 20)","revendeur","Hyundai","i30","Turbo Diesel","","","","MGA","asking","true","","","diesel","manual","fwd","Turbo Diesel","5","BVM; intérieur cuir; autoradio origine USB/CD/AUX; commande au volant; sièges chauffants; climatronique; vitres élec; rétro élec; verrouillage centralisé","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année et prix non visibles → exclu estimation"
"2026-05-06-eve-036","Page revendeur FB (contact 034 95 139 20)","revendeur","Peugeot","Partner","Teepe 1.6 HDI","","27000000","27 000 000Ar (135 000","MGA","asking","true","","","diesel","manual","fwd","1.6 HDI Turbo Diesel","5","Doubles coulissantes; clim; verrouillage centralisé; vitres élec","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année non précisée → exclu estimation; texte source tronqué après '135 000'"
"2026-05-06-eve-037","Page revendeur FB (contact 034 95 139 20)","revendeur","Peugeot","307","1.6 16V","","16500000","16 500 000Ar (82 500 000F","MGA","asking","true","","","petrol","manual","fwd","Essence 1.6 16V","5","Clim; verrouillage centralisé; vitres élec; ordinateur de bord; jantes alu 16","","Antananarivo","034 95 139 20 / 032 95 529 96","false","","low","Année non précisée → exclu estimation"
"2026-05-06-eve-038","Page revendeur FB (contact 034 95 139 20)","revendeur","Hyundai","Santa Fe","III Crdi e-Vgt 4x4 7 places","2015","63000000","63 000 000Ar (31","MGA","asking","true","92000","92xxx km","diesel","manual","4x4","CRDi e-VGT Turbo Diesel","7","BVM; 4x4; cuir; jantes alu; climatronique bi-zone; caméra recul","Sortie concessionnaire. Très économique.","Antananarivo","034 95 139 20 / 032 95 529 96","true","santafe-iii-2015-cluster","medium","Cluster Santafe III 2015 (autre listing 016 sans prix); texte source tronqué après '31'"
"2026-05-06-eve-039","Page revendeur FB (contact 034 95 139 20)","revendeur","Volkswagen","Golf","Mk4 1.4L","2000","16600000","16 600 000Ar (83 000 000Fmg)","MGA","asking","true","","","petrol","manual","fwd","Essence 1.4L","5","4 vitres élec; verrouillage centralisé; jantes alu","Légèrement à débattre devant la voiture.","Antananarivo","034 95 139 20 / 032 95 529 96","true","vw-golf-mk4-cluster","medium","Cluster Golf Mk4 (l'autre listing 026 sans année)"
"2026-05-06-eve-040","Voitures Occasions Madagascar (Narindra Sy Aina)","revendeur","Toyota","RAV4","3ème GEN D4D Full Options","2006","35000000","35Millions ariary","MGA","asking","true","152000","152.000km réel","diesel","manual","4x4","Turbo Diesel D4D (chaîne, pas courroie)","5","BVM 6 rapports; 4x4 fonctionnel; démarrage Start/Stop; toit ouvrant; intérieur cuir; clim bi-zone; 4 vitres élec; rétro élec rabattables; détecteur + caméra de recul; radio android; commandes au volant; verrouillage à distance","SUV japonaise très bon état. Livrée avec accessoires complets. Échange possible.","Antananarivo","0341803888","true","","high","Annonce complète; année + km + prix tous confirmés; échange possible mentionné dans condition_notes"
